# timestamp,positive_sequence_voltage,distribution_load_real,distribution_load_reac
8/5/2021 12:35,199186,1639500,1004520
8/5/2021 12:40,199186,1666550,1074090
8/5/2021 12:45,199186,1662310,1069320
8/5/2021 12:50,199186,1500380,1093190
8/5/2021 12:55,199186,1496560,1088590
8/5/2021 13:00,199186,1661470,1121290
8/5/2021 13:05,199186,1540400,1095910
8/5/2021 13:10,199186,1599910,1101420
8/5/2021 13:15,199186,1804370,1152390
8/5/2021 13:20,199186,1786090,1086120
8/5/2021 13:25,199186,1839860,1089180
8/5/2021 13:30,199186,1849390,1084890
8/5/2021 13:35,199186,1964220,1099310
8/5/2021 13:40,199186,1915480,1060010
8/5/2021 13:45,199186,1839300,1029000
8/5/2021 13:50,199186,1887620,1057030
8/5/2021 13:55,199186,1897930,1055690
8/5/2021 14:00,199186,1970650,1074790
8/5/2021 14:05,199186,1916850,1067200
8/5/2021 14:10,199186,2073890,1109720
8/5/2021 14:15,199186,1967630,1054780
8/5/2021 14:20,199186,2054360,1071680
8/5/2021 14:25,199186,2009090,1070310
8/5/2021 14:30,199186,2003740,1078450
8/5/2021 14:35,199186,2010090,1080790
8/5/2021 14:40,199186,1923300,1053620
8/5/2021 14:45,199186,1943360,1052280
8/5/2021 14:50,199186,1942150,1057350
8/5/2021 14:55,199186,2092970,1113350
8/5/2021 15:00,199186,2084370,1109130
8/5/2021 15:05,199186,2109050,1099770
8/5/2021 15:10,199186,2113560,1113140
8/5/2021 15:15,199186,2144010,1116680
8/5/2021 15:20,199186,2153270,1110460
8/5/2021 15:25,199186,2169020,1107560
8/5/2021 15:30,199186,2194060,1106900
8/5/2021 15:35,199186,2202930,1113530
8/5/2021 15:40,199186,2170320,1084210
8/5/2021 15:45,199186,2125300,1079170
8/5/2021 15:50,199186,2257490,1128590
8/5/2021 15:55,199186,2251060,1123730
8/5/2021 16:00,199186,2278520,1140510
8/5/2021 16:05,199186,2201430,1112520
8/5/2021 16:10,199186,2244440,1141550
8/5/2021 16:15,199186,1946520,1078100
8/5/2021 16:20,199186,2154940,1144460
8/5/2021 16:25,199186,2186080,1142070
8/5/2021 16:30,199186,1966470,1128480
8/5/2021 16:35,199186,2265170,1180730
8/5/2021 16:40,199186,2304650,1190380
8/5/2021 16:45,199186,2279210,1125730
8/5/2021 16:50,199186,2219660,1097820
8/5/2021 16:55,199186,2192940,1078820
8/5/2021 17:00,199186,2244530,1090580
8/5/2021 17:05,199186,2265330,1093670
8/5/2021 17:10,199186,2329840,1107730
8/5/2021 17:15,199186,2232050,1069140
8/5/2021 17:20,199186,2284720,1096090
8/5/2021 17:25,199186,2096650,1079750
8/5/2021 17:30,199186,2159060,1102060
8/5/2021 17:35,199186,2479890,1231140
8/5/2021 17:40,199186,2264740,1121840
8/5/2021 17:45,199186,2367310,1170310
8/5/2021 17:50,199186,2289470,1125940
8/5/2021 17:55,199186,2459890,1185610
8/5/2021 18:00,199186,2446250,1177450
8/5/2021 18:05,199186,2362820,1143080
8/5/2021 18:10,199186,2427390,1154340
8/5/2021 18:15,199186,2417840,1141370
8/5/2021 18:20,199186,2426480,1140540
8/5/2021 18:25,199186,2250400,1076540
8/5/2021 18:30,199186,2401910,1116830
8/5/2021 18:35,199186,2291190,1070370
8/5/2021 18:40,199186,2394700,1111150
8/5/2021 18:45,199186,2302730,1078080
8/5/2021 18:50,199186,2252680,1056450
8/5/2021 18:55,199186,2398800,1112100
8/5/2021 19:00,199186,2317800,1071950
8/5/2021 19:05,199186,2358000,1077150
8/5/2021 19:10,199186,2237140,1024530
8/5/2021 19:15,199186,2320390,1066630
8/5/2021 19:20,199186,2321550,1072120
8/5/2021 19:25,199186,2238710,1037910
8/5/2021 19:30,199186,2197980,1028040
8/5/2021 19:35,199186,2236580,1038930
8/5/2021 19:40,199186,2230390,1018510
8/5/2021 19:45,199186,2219930,1019940
8/5/2021 19:50,199186,2263880,1046090
8/5/2021 19:55,199186,2295770,1052140
8/5/2021 20:00,199186,2302180,1056390
8/5/2021 20:05,199186,2235240,1033630
8/5/2021 20:10,199186,2256290,1033760
8/5/2021 20:15,199186,2370220,1081760
8/5/2021 20:20,199186,2260050,1040550
8/5/2021 20:25,199186,2263080,1040370
8/5/2021 20:30,199186,2357960,1077020
8/5/2021 20:35,199186,2202990,1024010
8/5/2021 20:40,199186,2137990,1004450
8/5/2021 20:45,199186,2010870,956075
8/5/2021 20:50,199186,2007880,955170
8/5/2021 20:55,199186,2046360,973677
8/5/2021 21:00,199186,2090140,990023
8/5/2021 21:05,199186,2051290,972349
8/5/2021 21:10,199186,2089110,981389
8/5/2021 21:15,199186,2149270,998026
8/5/2021 21:20,199186,2012270,957441
8/5/2021 21:25,199186,2010320,963229
8/5/2021 21:30,199186,2039990,974967
8/5/2021 21:35,199186,2014780,963002
8/5/2021 21:40,199186,1933920,945882
8/5/2021 21:45,199186,1881920,935446
8/5/2021 21:50,199186,1845210,922453
8/5/2021 21:55,199186,1857040,929511
8/5/2021 22:00,199186,1882070,936304
8/5/2021 22:05,199186,1895870,943924
8/5/2021 22:10,199186,1908100,960764
8/5/2021 22:15,199186,1898840,967057
8/5/2021 22:20,199186,1911180,973133
8/5/2021 22:25,199186,1840160,957118
8/5/2021 22:30,199186,1821710,953447
8/5/2021 22:35,199186,1755040,934612
8/5/2021 22:40,199186,1689040,920850
8/5/2021 22:45,199186,1648710,917072
8/5/2021 22:50,199186,1649430,922409
8/5/2021 22:55,199186,1628300,918111
8/5/2021 23:00,199186,1631770,920866
8/5/2021 23:05,199186,1608670,920536
8/5/2021 23:10,199186,1550850,909137
8/5/2021 23:15,199186,1509410,899961
8/5/2021 23:20,199186,1508090,898667
8/5/2021 23:25,199186,1479730,897305
8/5/2021 23:30,199186,1434760,888327
8/5/2021 23:35,199186,1415420,885752
8/5/2021 23:40,199186,1372170,879647
8/5/2021 23:45,199186,1360300,878665
8/5/2021 23:50,199186,1330260,877111
8/5/2021 23:55,199186,1304900,873118
8/6/2021 0:00,199186,1263090,865229
8/6/2021 0:05,199186,1243810,863083
8/6/2021 0:10,199186,1259080,864177
8/6/2021 0:15,199186,1271110,866540
8/6/2021 0:20,199186,1224140,862145
8/6/2021 0:25,199186,1207770,862484
8/6/2021 0:30,199186,1192990,859816
8/6/2021 0:35,199186,1198810,858766
8/6/2021 0:40,199186,1203690,857972
8/6/2021 0:45,199186,1130360,853006
8/6/2021 0:50,199186,1151470,852052
8/6/2021 0:55,199186,1142890,850512
8/6/2021 1:00,199186,1107920,848355
8/6/2021 1:05,199186,1095260,847287
8/6/2021 1:10,199186,1108560,848461
8/6/2021 1:15,199186,1081250,846170
8/6/2021 1:20,199186,1113680,846184
8/6/2021 1:25,199186,1105110,846524
8/6/2021 1:30,199186,1103030,847339
8/6/2021 1:35,199186,1097670,846139
8/6/2021 1:40,199186,1088760,844296
8/6/2021 1:45,199186,1075470,843808
8/6/2021 1:50,199186,1056640,842959
8/6/2021 1:55,199186,1054310,842487
8/6/2021 2:00,199186,1078720,843387
8/6/2021 2:05,199186,1089890,843241
8/6/2021 2:10,199186,1102750,843694
8/6/2021 2:15,199186,1054800,842227
8/6/2021 2:20,199186,1070780,842650
8/6/2021 2:25,199186,1093210,843699
8/6/2021 2:30,199186,1105390,843064
8/6/2021 2:35,199186,1097010,841243
8/6/2021 2:40,199186,1065230,842549
8/6/2021 2:45,199186,1076670,842409
8/6/2021 2:50,199186,1076710,843049
8/6/2021 2:55,199186,1079060,841878
8/6/2021 3:00,199186,1078010,841531
8/6/2021 3:05,199186,1058250,840582
8/6/2021 3:10,199186,1064090,840637
8/6/2021 3:15,199186,1114500,841785
8/6/2021 3:20,199186,1097770,840894
8/6/2021 3:25,199186,1125430,841302
8/6/2021 3:30,199186,1114130,841084
8/6/2021 3:35,199186,1090460,841116
8/6/2021 3:40,199186,1071950,840741
8/6/2021 3:45,199186,1049770,839897
8/6/2021 3:50,199186,1082460,840474
8/6/2021 3:55,199186,1120910,841374
8/6/2021 4:00,199186,1131730,841465
8/6/2021 4:05,199186,1105870,840982
8/6/2021 4:10,199186,1163100,842448
8/6/2021 4:15,199186,1117510,841587
8/6/2021 4:20,199186,1126130,841404
8/6/2021 4:25,199186,1105310,840442
8/6/2021 4:30,199186,1153130,841229
8/6/2021 4:35,199186,1180310,842237
8/6/2021 4:40,199186,1190730,842912
8/6/2021 4:45,199186,1169130,842589
8/6/2021 4:50,199186,1179630,842208
8/6/2021 4:55,199186,1221560,842529
8/6/2021 5:00,199186,1246110,844205
8/6/2021 5:05,199186,1244640,844088
8/6/2021 5:10,199186,1235830,843810
8/6/2021 5:15,199186,1191780,843019
8/6/2021 5:20,199186,1188080,842686
8/6/2021 5:25,199186,1238040,843821
8/6/2021 5:30,199186,1253220,843857
8/6/2021 5:35,199186,1277070,844711
8/6/2021 5:40,199186,1284800,845147
8/6/2021 5:45,199186,1254320,845141
8/6/2021 5:50,199186,1269600,844931
8/6/2021 5:55,199186,1294060,844809
8/6/2021 6:00,199186,1300800,844651
8/6/2021 6:05,199186,1342380,845600
8/6/2021 6:10,199186,1363200,847329
8/6/2021 6:15,199186,1338590,846123
8/6/2021 6:20,199186,1309370,845580
8/6/2021 6:25,199186,1354310,846472
8/6/2021 6:30,199186,1360120,847323
8/6/2021 6:35,199186,1333310,848351
8/6/2021 6:40,199186,1337640,848100
8/6/2021 6:45,199186,1308890,848122
8/6/2021 6:50,199186,1330470,849923
8/6/2021 6:55,199186,1359160,851981
8/6/2021 7:00,199186,1327740,850695
8/6/2021 7:05,199186,1384480,854612
8/6/2021 7:10,199186,1394420,854596
8/6/2021 7:15,199186,1381380,856339
8/6/2021 7:20,199186,1408070,861011
8/6/2021 7:25,199186,1370920,862542
8/6/2021 7:30,199186,1362710,865214
8/6/2021 7:35,199186,1336620,866893
8/6/2021 7:40,199186,1356310,870081
8/6/2021 7:45,199186,1360700,871657
8/6/2021 7:50,199186,1398200,874666
8/6/2021 7:55,199186,1398730,874870
8/6/2021 8:00,199186,1373700,878603
8/6/2021 8:05,199186,1377480,878786
8/6/2021 8:10,199186,1380710,883440
8/6/2021 8:15,199186,1334150,882816
8/6/2021 8:20,199186,1370980,882536
8/6/2021 8:25,199186,1389720,898025
8/6/2021 8:30,199186,1405190,899779
8/6/2021 8:35,199186,1421450,906284
8/6/2021 8:40,199186,1503830,938298
8/6/2021 8:45,199186,1407550,906266
8/6/2021 8:50,199186,1411590,914848
8/6/2021 8:55,199186,1431530,939778
8/6/2021 9:00,199186,1380060,921492
8/6/2021 9:05,199186,1419980,931582
8/6/2021 9:10,199186,1389180,935529
8/6/2021 9:15,199186,1404310,946971
8/6/2021 9:20,199186,1436990,957893
8/6/2021 9:25,199186,1433830,948873
8/6/2021 9:30,199186,1463400,972083
8/6/2021 9:35,199186,1487230,981701
8/6/2021 9:40,199186,1462660,983370
8/6/2021 9:45,199186,1511250,1005370
8/6/2021 9:50,199186,1517000,999726
8/6/2021 9:55,199186,1468830,991095
8/6/2021 10:00,199186,1520710,1017030
8/6/2021 10:05,199186,1472610,1011200
8/6/2021 10:10,199186,1519090,1022420
8/6/2021 10:15,199186,1421940,988732
8/6/2021 10:20,199186,1516830,1032650
8/6/2021 10:25,199186,1585560,1062900
8/6/2021 10:30,199186,1488970,1025210
8/6/2021 10:35,199186,1709120,1119060
8/6/2021 10:40,199186,1515110,1035280
8/6/2021 10:45,199186,1664160,1100610
8/6/2021 10:50,199186,1599100,1070540
8/6/2021 10:55,199186,1523730,1045220
8/6/2021 11:00,199186,1580820,1078910
8/6/2021 11:05,199186,1568210,1078230
8/6/2021 11:10,199186,1553500,1071140
8/6/2021 11:15,199186,1673440,1118500
8/6/2021 11:20,199186,1652910,1090900
8/6/2021 11:25,199186,1709900,1128770
8/6/2021 11:30,199186,1552550,1065290
8/6/2021 11:35,199186,1649830,1100510
8/6/2021 11:40,199186,1658060,1102860
8/6/2021 11:45,199186,1695630,1130830
8/6/2021 11:50,199186,1695090,1139310
8/6/2021 11:55,199186,1662340,1119070
8/6/2021 12:00,199186,1607660,1088100
8/6/2021 12:05,199186,1785330,1165880
8/6/2021 12:10,199186,1635780,1095970
8/6/2021 12:15,199186,1748620,1149490
8/6/2021 12:20,199186,1680250,1111650
8/6/2021 12:25,199186,1699280,1135430
8/6/2021 12:30,199186,1783020,1171420
8/6/2021 12:35,199186,1620380,1120350
8/6/2021 12:40,199186,1684610,1137750
8/6/2021 12:45,199186,1807670,1153470
8/6/2021 12:50,199186,1727130,1140490
8/6/2021 12:55,199186,1542150,1097140
8/6/2021 13:00,199186,1619380,1120820
8/6/2021 13:05,199186,1779380,1162830
8/6/2021 13:10,199186,1653000,1124630
8/6/2021 13:15,199186,1698510,1156210
8/6/2021 13:20,199186,1526380,1098900
8/6/2021 13:25,199186,1734950,1166380
8/6/2021 13:30,199186,1686810,1143060
8/6/2021 13:35,199186,1603070,1110100
8/6/2021 13:40,199186,1686350,1138680
8/6/2021 13:45,199186,1743240,1167090
8/6/2021 13:50,199186,1717600,1166950
8/6/2021 13:55,199186,1746300,1178230
8/6/2021 14:00,199186,1931520,1153610
8/6/2021 14:05,199186,1764720,1157300
8/6/2021 14:10,199186,1666550,1135100
8/6/2021 14:15,199186,1737370,1150360
8/6/2021 14:20,199186,1784120,1154370
8/6/2021 14:25,199186,1770450,1164890
8/6/2021 14:30,199186,1859080,1196170
8/6/2021 14:35,199186,1886310,1193940
8/6/2021 14:40,199186,1852900,1165630
8/6/2021 14:45,199186,1940900,1198660
8/6/2021 14:50,199186,1917130,1182330
8/6/2021 14:55,199186,2067710,1221820
8/6/2021 15:00,199186,2096600,1194760
8/6/2021 15:05,199186,2073380,1187480
8/6/2021 15:10,199186,2005790,1194600
8/6/2021 15:15,199186,2017480,1184800
8/6/2021 15:20,199186,2161750,1239330
8/6/2021 15:25,199186,1984770,1154090
8/6/2021 15:30,199186,2099750,1196690
8/6/2021 15:35,199186,2065280,1188180
8/6/2021 15:40,199186,2145460,1212280
8/6/2021 15:45,199186,2215290,1234070
8/6/2021 15:50,199186,2268000,1237860
8/6/2021 15:55,199186,2149490,1182310
8/6/2021 16:00,199186,2241850,1213980
8/6/2021 16:05,199186,2377000,1266000
8/6/2021 16:10,199186,2281270,1215960
8/6/2021 16:15,199186,2214090,1202370
8/6/2021 16:20,199186,2349840,1238460
8/6/2021 16:25,199186,2443220,1253050
8/6/2021 16:30,199186,2339770,1218230
8/6/2021 16:35,199186,2410500,1236740
8/6/2021 16:40,199186,2385920,1219050
8/6/2021 16:45,199186,2398510,1224090
8/6/2021 16:50,199186,2406950,1229080
8/6/2021 16:55,199186,2370730,1199120
8/6/2021 17:00,199186,2551320,1259760
8/6/2021 17:05,199186,2422880,1204900
8/6/2021 17:10,199186,2601900,1263860
8/6/2021 17:15,199186,2433420,1192270
8/6/2021 17:20,199186,2457120,1208240
8/6/2021 17:25,199186,2481540,1207900
8/6/2021 17:30,199186,2584110,1234440
8/6/2021 17:35,199186,2466270,1185520
8/6/2021 17:40,199186,2481640,1179640
8/6/2021 17:45,199186,2566930,1210830
8/6/2021 17:50,199186,2731800,1265120
8/6/2021 17:55,199186,2653910,1221240
8/6/2021 18:00,199186,2606730,1208100
8/6/2021 18:05,199186,2650860,1231200
8/6/2021 18:10,199186,2498830,1171850
8/6/2021 18:15,199186,2522060,1177820
8/6/2021 18:20,199186,2603240,1212380
8/6/2021 18:25,199186,2486690,1157120
8/6/2021 18:30,199186,2642230,1216400
8/6/2021 18:35,199186,2633990,1213000
8/6/2021 18:40,199186,2501150,1144510
8/6/2021 18:45,199186,2645590,1212230
8/6/2021 18:50,199186,2485160,1140230
8/6/2021 18:55,199186,2626800,1186900
8/6/2021 19:00,199186,2512200,1132740
8/6/2021 19:05,199186,2689940,1199520
8/6/2021 19:10,199186,2512680,1121800
8/6/2021 19:15,199186,2496540,1127810
8/6/2021 19:20,199186,2496240,1134880
8/6/2021 19:25,199186,2465540,1118070
8/6/2021 19:30,199186,2442280,1123120
8/6/2021 19:35,199186,2489380,1132780
8/6/2021 19:40,199186,2402000,1085050
8/6/2021 19:45,199186,2420760,1096600
8/6/2021 19:50,199186,2390790,1090980
8/6/2021 19:55,199186,2447920,1108120
8/6/2021 20:00,199186,2334750,1068480
8/6/2021 20:05,199186,2427630,1108060
8/6/2021 20:10,199186,2411560,1093580
8/6/2021 20:15,199186,2385600,1092710
8/6/2021 20:20,199186,2330640,1065520
8/6/2021 20:25,199186,2280420,1050470
8/6/2021 20:30,199186,2355530,1074820
8/6/2021 20:35,199186,2330140,1066820
8/6/2021 20:40,199186,2366940,1089740
8/6/2021 20:45,199186,2271090,1048880
8/6/2021 20:50,199186,2344720,1081630
8/6/2021 20:55,199186,2318090,1075650
8/6/2021 21:00,199186,2170980,1014470
8/6/2021 21:05,199186,2187040,1023980
8/6/2021 21:10,199186,2254520,1048320
8/6/2021 21:15,199186,2260750,1042620
8/6/2021 21:20,199186,2278670,1058780
8/6/2021 21:25,199186,2264420,1067610
8/6/2021 21:30,199186,2170180,1017490
8/6/2021 21:35,199186,2207680,1033200
8/6/2021 21:40,199186,2309550,1082100
8/6/2021 21:45,199186,2216410,1054220
8/6/2021 21:50,199186,2115460,1015330
8/6/2021 21:55,199186,2179340,1040060
8/6/2021 22:00,199186,2182780,1046220
8/6/2021 22:05,199186,2161540,1042130
8/6/2021 22:10,199186,2155160,1052670
8/6/2021 22:15,199186,2060890,1027530
8/6/2021 22:20,199186,2057500,1025190
8/6/2021 22:25,199186,1983060,1013330
8/6/2021 22:30,199186,1951210,999685
8/6/2021 22:35,199186,1871700,972842
8/6/2021 22:40,199186,1850530,975420
8/6/2021 22:45,199186,1851120,989639
8/6/2021 22:50,199186,1808540,979667
8/6/2021 22:55,199186,1830350,995289
8/6/2021 23:00,199186,1809030,980718
8/6/2021 23:05,199186,1719050,955935
8/6/2021 23:10,199186,1697580,954799
8/6/2021 23:15,199186,1707430,967368
8/6/2021 23:20,199186,1718560,973770
8/6/2021 23:25,199186,1678000,968857
8/6/2021 23:30,199186,1577850,936716
8/6/2021 23:35,199186,1560170,935108
8/6/2021 23:40,199186,1601370,961970
8/6/2021 23:45,199186,1545630,946156
8/6/2021 23:50,199186,1517910,937482
8/6/2021 23:55,199186,1443170,921159
8/7/2021 0:00,199186,1455850,929639
8/7/2021 0:05,199186,1407870,917518
8/7/2021 0:10,199186,1378930,896553
8/7/2021 0:15,199186,1480240,940249
8/7/2021 0:20,199186,1378780,906137
8/7/2021 0:25,199186,1341380,908122
8/7/2021 0:30,199186,1385700,917000
8/7/2021 0:35,199186,1363160,913716
8/7/2021 0:40,199186,1323370,893243
8/7/2021 0:45,199186,1329370,909748
8/7/2021 0:50,199186,1309520,896087
8/7/2021 0:55,199186,1315930,902355
8/7/2021 1:00,199186,1296470,908382
8/7/2021 1:05,199186,1247640,889226
8/7/2021 1:10,199186,1295970,905892
8/7/2021 1:15,199186,1232380,886914
8/7/2021 1:20,199186,1245610,883863
8/7/2021 1:25,199186,1246370,891313
8/7/2021 1:30,199186,1248810,892384
8/7/2021 1:35,199186,1246380,892254
8/7/2021 1:40,199186,1227810,883486
8/7/2021 1:45,199186,1208220,882013
8/7/2021 1:50,199186,1186990,878916
8/7/2021 1:55,199186,1187770,882072
8/7/2021 2:00,199186,1254890,902293
8/7/2021 2:05,199186,1202160,870873
8/7/2021 2:10,199186,1207470,866364
8/7/2021 2:15,199186,1115000,854985
8/7/2021 2:20,199186,1146200,858538
8/7/2021 2:25,199186,1162330,859428
8/7/2021 2:30,199186,1206730,876152
8/7/2021 2:35,199186,1199770,875814
8/7/2021 2:40,199186,1154070,862622
8/7/2021 2:45,199186,1153800,859499
8/7/2021 2:50,199186,1121170,852837
8/7/2021 2:55,199186,1150580,860130
8/7/2021 3:00,199186,1161350,858142
8/7/2021 3:05,199186,1118340,853214
8/7/2021 3:10,199186,1110090,850694
8/7/2021 3:15,199186,1154740,853850
8/7/2021 3:20,199186,1130950,850966
8/7/2021 3:25,199186,1143770,846189
8/7/2021 3:30,199186,1137400,845685
8/7/2021 3:35,199186,1134970,846452
8/7/2021 3:40,199186,1099930,843119
8/7/2021 3:45,199186,1063320,839955
8/7/2021 3:50,199186,1098640,840549
8/7/2021 3:55,199186,1127220,841616
8/7/2021 4:00,199186,1111650,841941
8/7/2021 4:05,199186,1129740,841841
8/7/2021 4:10,199186,1158830,844791
8/7/2021 4:15,199186,1118780,844041
8/7/2021 4:20,199186,1114220,841217
8/7/2021 4:25,199186,1098140,841759
8/7/2021 4:30,199186,1159750,842491
8/7/2021 4:35,199186,1187770,843149
8/7/2021 4:40,199186,1196660,844728
8/7/2021 4:45,199186,1167830,845106
8/7/2021 4:50,199186,1163520,844181
8/7/2021 4:55,199186,1181150,843228
8/7/2021 5:00,199186,1212720,845230
8/7/2021 5:05,199186,1200720,843024
8/7/2021 5:10,199186,1168110,842872
8/7/2021 5:15,199186,1129160,842952
8/7/2021 5:20,199186,1148020,842859
8/7/2021 5:25,199186,1187410,844511
8/7/2021 5:30,199186,1202990,844207
8/7/2021 5:35,199186,1228050,846587
8/7/2021 5:40,199186,1212280,844632
8/7/2021 5:45,199186,1179330,843437
8/7/2021 5:50,199186,1170820,841763
8/7/2021 5:55,199186,1213080,842964
8/7/2021 6:00,199186,1194530,842341
8/7/2021 6:05,199186,1242060,843074
8/7/2021 6:10,199186,1241760,843470
8/7/2021 6:15,199186,1206540,842311
8/7/2021 6:20,199186,1194250,843709
8/7/2021 6:25,199186,1222180,843719
8/7/2021 6:30,199186,1232750,846952
8/7/2021 6:35,199186,1190290,846856
8/7/2021 6:40,199186,1220980,848427
8/7/2021 6:45,199186,1181460,847106
8/7/2021 6:50,199186,1203260,848322
8/7/2021 6:55,199186,1231040,852574
8/7/2021 7:00,199186,1203110,853781
8/7/2021 7:05,199186,1290910,865221
8/7/2021 7:10,199186,1337130,867021
8/7/2021 7:15,199186,1339590,864346
8/7/2021 7:20,199186,1351950,863837
8/7/2021 7:25,199186,1378500,874706
8/7/2021 7:30,199186,1343790,869925
8/7/2021 7:35,199186,1314700,865228
8/7/2021 7:40,199186,1354330,873755
8/7/2021 7:45,199186,1296380,879172
8/7/2021 7:50,199186,1330060,896377
8/7/2021 7:55,199186,1348390,902349
8/7/2021 8:00,199186,1374800,916017
8/7/2021 8:05,199186,1391850,921586
8/7/2021 8:10,199186,1371630,914114
8/7/2021 8:15,199186,1381440,942521
8/7/2021 8:20,199186,1497200,961711
8/7/2021 8:25,199186,1451490,951580
8/7/2021 8:30,199186,1440410,940994
8/7/2021 8:35,199186,1463360,953288
8/7/2021 8:40,199186,1681180,995923
8/7/2021 8:45,199186,1548630,959694
8/7/2021 8:50,199186,1534580,945929
8/7/2021 8:55,199186,1555480,957568
8/7/2021 9:00,199186,1558110,971205
8/7/2021 9:05,199186,1658120,973362
8/7/2021 9:10,199186,1718880,996961
8/7/2021 9:15,199186,1601370,965220
8/7/2021 9:20,199186,1360810,936176
8/7/2021 9:25,199186,1821310,1022540
8/7/2021 9:30,199186,1737200,996954
8/7/2021 9:35,199186,1553070,957434
8/7/2021 9:40,199186,1533560,982090
8/7/2021 9:45,199186,1523800,1028100
8/7/2021 9:50,199186,1765210,1068960
8/7/2021 9:55,199186,1798820,1059240
8/7/2021 10:00,199186,1545550,1026570
8/7/2021 10:05,199186,1590720,1044010
8/7/2021 10:10,199186,1789300,1093320
8/7/2021 10:15,199186,1713300,1089960
8/7/2021 10:20,199186,1682140,1074460
8/7/2021 10:25,199186,1608010,1095250
8/7/2021 10:30,199186,1552140,1080020
8/7/2021 10:35,199186,1774400,1135320
8/7/2021 10:40,199186,1551450,1067260
8/7/2021 10:45,199186,1700400,1104250
8/7/2021 10:50,199186,1631890,1112240
8/7/2021 10:55,199186,1720620,1142860
8/7/2021 11:00,199186,1504880,1057810
8/7/2021 11:05,199186,1698560,1125820
8/7/2021 11:10,199186,1656990,1111920
8/7/2021 11:15,199186,1581290,1073030
8/7/2021 11:20,199186,1639580,1107630
8/7/2021 11:25,199186,1619910,1105930
8/7/2021 11:30,199186,1648420,1131350
8/7/2021 11:35,199186,1626610,1105060
8/7/2021 11:40,199186,1644000,1116010
8/7/2021 11:45,199186,1628730,1119280
8/7/2021 11:50,199186,1760860,1166500
8/7/2021 11:55,199186,1623530,1104770
8/7/2021 12:00,199186,1723580,1136200
8/7/2021 12:05,199186,1698420,1105520
8/7/2021 12:10,199186,1767130,1151450
8/7/2021 12:15,199186,1651160,1096250
8/7/2021 12:20,199186,1791040,1167260
8/7/2021 12:25,199186,1673570,1145510
8/7/2021 12:30,199186,1664000,1137650
8/7/2021 12:35,199186,1612620,1122070
8/7/2021 12:40,199186,1830390,1138800
8/7/2021 12:45,199186,1597090,1128460
8/7/2021 12:50,199186,1948170,1159600
8/7/2021 12:55,199186,1763010,1123780
8/7/2021 13:00,199186,1526210,1100320
8/7/2021 13:05,199186,1848940,1149130
8/7/2021 13:10,199186,1679000,1123930
8/7/2021 13:15,199186,1730450,1119160
8/7/2021 13:20,199186,1672340,1122040
8/7/2021 13:25,199186,1680040,1127040
8/7/2021 13:30,199186,2056910,1171680
8/7/2021 13:35,199186,1627960,1114700
8/7/2021 13:40,199186,1718960,1150930
8/7/2021 13:45,199186,1712180,1138360
8/7/2021 13:50,199186,1809640,1215570
8/7/2021 13:55,199186,1617800,1136820
8/7/2021 14:00,199186,1830020,1166970
8/7/2021 14:05,199186,1848800,1142610
8/7/2021 14:10,199186,2002820,1178290
8/7/2021 14:15,199186,1724600,1139480
8/7/2021 14:20,199186,1919190,1148190
8/7/2021 14:25,199186,2025630,1189470
8/7/2021 14:30,199186,1948990,1186220
8/7/2021 14:35,199186,1567930,1090730
8/7/2021 14:40,199186,1751940,1150870
8/7/2021 14:45,199186,2177450,1215270
8/7/2021 14:50,199186,1874180,1185910
8/7/2021 14:55,199186,1988200,1203710
8/7/2021 15:00,199186,2080190,1238140
8/7/2021 15:05,199186,2104340,1222160
8/7/2021 15:10,199186,2042940,1217410
8/7/2021 15:15,199186,1988800,1195050
8/7/2021 15:20,199186,2119860,1231090
8/7/2021 15:25,199186,2133420,1211560
8/7/2021 15:30,199186,2182760,1228130
8/7/2021 15:35,199186,2104630,1207390
8/7/2021 15:40,199186,2367460,1298940
8/7/2021 15:45,199186,2179260,1216700
8/7/2021 15:50,199186,2178950,1225230
8/7/2021 15:55,199186,2137810,1192060
8/7/2021 16:00,199186,2207230,1216220
8/7/2021 16:05,199186,2297180,1246550
8/7/2021 16:10,199186,2285660,1238010
8/7/2021 16:15,199186,2236040,1226820
8/7/2021 16:20,199186,2410990,1274140
8/7/2021 16:25,199186,2348040,1224780
8/7/2021 16:30,199186,2381350,1243590
8/7/2021 16:35,199186,2303970,1215170
8/7/2021 16:40,199186,2409290,1244910
8/7/2021 16:45,199186,2307310,1201740
8/7/2021 16:50,199186,2271920,1200230
8/7/2021 16:55,199186,2411550,1244110
8/7/2021 17:00,199186,2438490,1243350
8/7/2021 17:05,199186,2474670,1248620
8/7/2021 17:10,199186,2396620,1203430
8/7/2021 17:15,199186,2483040,1241080
8/7/2021 17:20,199186,2329690,1174310
8/7/2021 17:25,199186,2460310,1226610
8/7/2021 17:30,199186,2454770,1213470
8/7/2021 17:35,199186,2476610,1218740
8/7/2021 17:40,199186,2474010,1208680
8/7/2021 17:45,199186,2447870,1196640
8/7/2021 17:50,199186,2531670,1215470
8/7/2021 17:55,199186,2529720,1207490
8/7/2021 18:00,199186,2390220,1168420
8/7/2021 18:05,199186,2383730,1151870
8/7/2021 18:10,199186,2670600,1258430
8/7/2021 18:15,199186,2437990,1165590
8/7/2021 18:20,199186,2482190,1187250
8/7/2021 18:25,199186,2459180,1180540
8/7/2021 18:30,199186,2361410,1137750
