# timestamp,positive_sequence_voltage,distribution_load_real,distribution_load_reac
8/3/2021 6:05,199186,1352030,845681
8/3/2021 6:10,199186,1343070,845678
8/3/2021 6:15,199186,1290860,844114
8/3/2021 6:20,199186,1302860,844022
8/3/2021 6:25,199186,1314700,844240
8/3/2021 6:30,199186,1336090,845845
8/3/2021 6:35,199186,1317170,845156
8/3/2021 6:40,199186,1317500,845294
8/3/2021 6:45,199186,1291980,845255
8/3/2021 6:50,199186,1306190,845819
8/3/2021 6:55,199186,1329430,846978
8/3/2021 7:00,199186,1302390,845675
8/3/2021 7:05,199186,1353280,850348
8/3/2021 7:10,199186,1373050,851635
8/3/2021 7:15,199186,1350080,850860
8/3/2021 7:20,199186,1357150,852687
8/3/2021 7:25,199186,1340950,853018
8/3/2021 7:30,199186,1317140,853391
8/3/2021 7:35,199186,1300560,852235
8/3/2021 7:40,199186,1329060,858489
8/3/2021 7:45,199186,1314910,858480
8/3/2021 7:50,199186,1361910,861420
8/3/2021 7:55,199186,1343980,861459
8/3/2021 8:00,199186,1309680,861311
8/3/2021 8:05,199186,1352250,864482
8/3/2021 8:10,199186,1322180,865657
8/3/2021 8:15,199186,1270870,865567
8/3/2021 8:20,199186,1293110,866526
8/3/2021 8:25,199186,1299890,865146
8/3/2021 8:30,199186,1302550,865173
8/3/2021 8:35,199186,1293870,867956
8/3/2021 8:40,199186,1334650,877531
8/3/2021 8:45,199186,1280900,873882
8/3/2021 8:50,199186,1281900,878508
8/3/2021 8:55,199186,1267830,880697
8/3/2021 9:00,199186,1250960,880889
8/3/2021 9:05,199186,1260770,880827
8/3/2021 9:10,199186,1213870,880690
8/3/2021 9:15,199186,1223130,882030
8/3/2021 9:20,199186,1227550,886669
8/3/2021 9:25,199186,1242140,889176
8/3/2021 9:30,199186,1213230,889132
8/3/2021 9:35,199186,1230160,894258
8/3/2021 9:40,199186,1170870,886261
8/3/2021 9:45,199186,1177120,888399
8/3/2021 9:50,199186,1201130,894517
8/3/2021 9:55,199186,1178550,890844
8/3/2021 10:00,199186,1190080,900314
8/3/2021 10:05,199186,1188730,906326
8/3/2021 10:10,199186,1212220,908877
8/3/2021 10:15,199186,1156940,898706
8/3/2021 10:20,199186,1129560,902344
8/3/2021 10:25,199186,1146440,911793
8/3/2021 10:30,199186,1123980,912514
8/3/2021 10:35,199186,1103190,901725
8/3/2021 10:40,199186,1140390,916030
8/3/2021 10:45,199186,1157040,922569
8/3/2021 10:50,199186,1158920,918839
8/3/2021 10:55,199186,1135460,921603
8/3/2021 11:00,199186,1161500,937824
8/3/2021 11:05,199186,1107400,922570
8/3/2021 11:10,199186,1132930,924696
8/3/2021 11:15,199186,1179760,940685
8/3/2021 11:20,199186,1274340,967390
8/3/2021 11:25,199186,1189360,939713
8/3/2021 11:30,199186,1205150,954621
8/3/2021 11:35,199186,1268620,975141
8/3/2021 11:40,199186,1226400,958904
8/3/2021 11:45,199186,1220650,968841
8/3/2021 11:50,199186,1194100,960262
8/3/2021 11:55,199186,1170280,951198
8/3/2021 12:00,199186,1236150,968029
8/3/2021 12:05,199186,1238340,967816
8/3/2021 12:10,199186,1251250,979293
8/3/2021 12:15,199186,1253160,979840
8/3/2021 12:20,199186,1299730,994086
8/3/2021 12:25,199186,1220900,971616
8/3/2021 12:30,199186,1231540,972547
8/3/2021 12:35,199186,1311560,1023640
8/3/2021 12:40,199186,1268700,993529
8/3/2021 12:45,199186,1245740,978237
8/3/2021 12:50,199186,1279800,994037
8/3/2021 12:55,199186,1279280,1004020
8/3/2021 13:00,199186,1359490,1030340
8/3/2021 13:05,199186,1370630,1018350
8/3/2021 13:10,199186,1301190,992796
8/3/2021 13:15,199186,1335320,1015690
8/3/2021 13:20,199186,1319170,1013050
8/3/2021 13:25,199186,1384770,1034540
8/3/2021 13:30,199186,1358590,1029370
8/3/2021 13:35,199186,1376540,1019680
8/3/2021 13:40,199186,1395240,1029750
8/3/2021 13:45,199186,1308800,1004940
8/3/2021 13:50,199186,1485660,1082360
8/3/2021 13:55,199186,1427680,1056890
8/3/2021 14:00,199186,1355950,1024590
8/3/2021 14:05,199186,1334980,1025450
8/3/2021 14:10,199186,1377410,1018550
8/3/2021 14:15,199186,1660160,1117940
8/3/2021 14:20,199186,1473390,1026100
8/3/2021 14:25,199186,1525140,1057980
8/3/2021 14:30,199186,1509870,1061990
8/3/2021 14:35,199186,1618960,1100960
8/3/2021 14:40,199186,1559360,1070560
8/3/2021 14:45,199186,1537060,1058400
8/3/2021 14:50,199186,1671130,1094280
8/3/2021 14:55,199186,1767060,1127050
8/3/2021 15:00,199186,1670200,1085200
8/3/2021 15:05,199186,1822040,1125240
8/3/2021 15:10,199186,1649360,1068710
8/3/2021 15:15,199186,1823600,1129400
8/3/2021 15:20,199186,1845390,1114870
8/3/2021 15:25,199186,1863530,1117150
8/3/2021 15:30,199186,1864010,1105650
8/3/2021 15:35,199186,1815400,1098630
8/3/2021 15:40,199186,1989620,1153530
8/3/2021 15:45,199186,1928000,1119170
8/3/2021 15:50,199186,2015560,1150330
8/3/2021 15:55,199186,1833560,1068320
8/3/2021 16:00,199186,1997190,1133420
8/3/2021 16:05,199186,1988870,1126170
8/3/2021 16:10,199186,1980980,1116870
8/3/2021 16:15,199186,2085480,1157550
8/3/2021 16:20,199186,2016360,1120080
8/3/2021 16:25,199186,2145600,1155750
8/3/2021 16:30,199186,2076030,1122040
8/3/2021 16:35,199186,2104210,1133160
8/3/2021 16:40,199186,2047730,1099460
8/3/2021 16:45,199186,2196150,1160510
8/3/2021 16:50,199186,2086120,1111010
8/3/2021 16:55,199186,2148990,1130830
8/3/2021 17:00,199186,2276580,1167440
8/3/2021 17:05,199186,2061460,1075750
8/3/2021 17:10,199186,2235310,1135670
8/3/2021 17:15,199186,2212810,1123630
8/3/2021 17:20,199186,2184250,1112310
8/3/2021 17:25,199186,2161670,1101740
8/3/2021 17:30,199186,2242340,1116110
8/3/2021 17:35,199186,2268370,1116820
8/3/2021 17:40,199186,2387080,1159350
8/3/2021 17:45,199186,2257190,1098180
8/3/2021 17:50,199186,2408720,1152420
8/3/2021 17:55,199186,2249580,1085830
8/3/2021 18:00,199186,2404020,1148810
8/3/2021 18:05,199186,2230200,1073370
8/3/2021 18:10,199186,2395300,1138230
8/3/2021 18:15,199186,2290240,1088990
8/3/2021 18:20,199186,2260710,1078830
8/3/2021 18:25,199186,2262340,1088670
8/3/2021 18:30,199186,2190400,1046620
8/3/2021 18:35,199186,2313310,1095330
8/3/2021 18:40,199186,2278440,1071320
8/3/2021 18:45,199186,2250230,1066010
8/3/2021 18:50,199186,2248440,1059510
8/3/2021 18:55,199186,2233970,1042160
8/3/2021 19:00,199186,2238000,1042740
8/3/2021 19:05,199186,2250140,1034680
8/3/2021 19:10,199186,2247030,1029680
8/3/2021 19:15,199186,2241140,1037580
8/3/2021 19:20,199186,2129100,995927
8/3/2021 19:25,199186,2153990,1005140
8/3/2021 19:30,199186,2167070,1021000
8/3/2021 19:35,199186,2098960,982538
8/3/2021 19:40,199186,2208750,1008320
8/3/2021 19:45,199186,2096730,978295
8/3/2021 19:50,199186,2031500,958697
8/3/2021 19:55,199186,2065570,970732
8/3/2021 20:00,199186,2095450,980526
8/3/2021 20:05,199186,2057800,971729
8/3/2021 20:10,199186,2039840,955055
8/3/2021 20:15,199186,2048620,964216
8/3/2021 20:20,199186,2061300,967751
8/3/2021 20:25,199186,2109600,989958
8/3/2021 20:30,199186,2090890,979146
8/3/2021 20:35,199186,2054840,964871
8/3/2021 20:40,199186,1972350,939447
8/3/2021 20:45,199186,1943250,929381
8/3/2021 20:50,199186,1949230,935822
8/3/2021 20:55,199186,1958190,938277
8/3/2021 21:00,199186,1947170,934141
8/3/2021 21:05,199186,1946320,939032
8/3/2021 21:10,199186,1926920,926188
8/3/2021 21:15,199186,1963220,932930
8/3/2021 21:20,199186,1938730,932944
8/3/2021 21:25,199186,1908710,928099
8/3/2021 21:30,199186,1935810,937343
8/3/2021 21:35,199186,1918770,929955
8/3/2021 21:40,199186,1876490,925624
8/3/2021 21:45,199186,1859660,927188
8/3/2021 21:50,199186,1803940,905505
8/3/2021 21:55,199186,1795240,906953
8/3/2021 22:00,199186,1789180,903603
8/3/2021 22:05,199186,1798280,908850
8/3/2021 22:10,199186,1752960,908842
8/3/2021 22:15,199186,1717930,900322
8/3/2021 22:20,199186,1716670,901515
8/3/2021 22:25,199186,1677690,896309
8/3/2021 22:30,199186,1656970,893859
8/3/2021 22:35,199186,1639540,892183
8/3/2021 22:40,199186,1587080,886056
8/3/2021 22:45,199186,1553530,883177
8/3/2021 22:50,199186,1531180,881022
8/3/2021 22:55,199186,1518080,881538
8/3/2021 23:00,199186,1536460,885146
8/3/2021 23:05,199186,1519250,887445
8/3/2021 23:10,199186,1499760,889821
8/3/2021 23:15,199186,1476540,885281
8/3/2021 23:20,199186,1476200,886583
8/3/2021 23:25,199186,1428150,879894
8/3/2021 23:30,199186,1406410,879268
8/3/2021 23:35,199186,1378410,874700
8/3/2021 23:40,199186,1348550,871408
8/3/2021 23:45,199186,1315790,866228
8/3/2021 23:50,199186,1291340,864582
8/3/2021 23:55,199186,1250990,860217
8/4/2021 0:00,199186,1246310,859969
8/4/2021 0:05,199186,1231170,859205
8/4/2021 0:10,199186,1237650,858994
8/4/2021 0:15,199186,1254270,860637
8/4/2021 0:20,199186,1206720,856608
8/4/2021 0:25,199186,1175540,855551
8/4/2021 0:30,199186,1174100,853851
8/4/2021 0:35,199186,1177330,853434
8/4/2021 0:40,199186,1175260,851796
8/4/2021 0:45,199186,1134560,850819
8/4/2021 0:50,199186,1147410,850881
8/4/2021 0:55,199186,1143230,850403
8/4/2021 1:00,199186,1106320,847757
8/4/2021 1:05,199186,1102920,847508
8/4/2021 1:10,199186,1093500,845868
8/4/2021 1:15,199186,1078150,845046
8/4/2021 1:20,199186,1122140,845571
8/4/2021 1:25,199186,1097540,845293
8/4/2021 1:30,199186,1098120,845475
8/4/2021 1:35,199186,1090950,845633
8/4/2021 1:40,199186,1091840,843813
8/4/2021 1:45,199186,1082010,843199
8/4/2021 1:50,199186,1061500,842679
8/4/2021 1:55,199186,1057220,843604
8/4/2021 2:00,199186,1085170,844197
8/4/2021 2:05,199186,1088160,842545
8/4/2021 2:10,199186,1099740,842815
8/4/2021 2:15,199186,1059670,841827
8/4/2021 2:20,199186,1058990,841960
8/4/2021 2:25,199186,1101130,842890
8/4/2021 2:30,199186,1094620,842788
8/4/2021 2:35,199186,1097530,841262
8/4/2021 2:40,199186,1075400,840969
8/4/2021 2:45,199186,1070970,840932
8/4/2021 2:50,199186,1061630,840362
8/4/2021 2:55,199186,1082180,841176
8/4/2021 3:00,199186,1088770,841622
8/4/2021 3:05,199186,1053290,840422
8/4/2021 3:10,199186,1071260,840515
8/4/2021 3:15,199186,1103890,841226
8/4/2021 3:20,199186,1085900,840703
8/4/2021 3:25,199186,1140240,841893
8/4/2021 3:30,199186,1135940,841803
8/4/2021 3:35,199186,1100550,841140
8/4/2021 3:40,199186,1065700,840304
8/4/2021 3:45,199186,1062970,839822
8/4/2021 3:50,199186,1081440,840442
8/4/2021 3:55,199186,1128670,841147
8/4/2021 4:00,199186,1117810,840895
8/4/2021 4:05,199186,1122480,840927
8/4/2021 4:10,199186,1173470,842275
8/4/2021 4:15,199186,1105730,840872
8/4/2021 4:20,199186,1119980,841086
8/4/2021 4:25,199186,1109350,840694
8/4/2021 4:30,199186,1167110,841400
8/4/2021 4:35,199186,1184080,842328
8/4/2021 4:40,199186,1193880,842479
8/4/2021 4:45,199186,1184730,842350
8/4/2021 4:50,199186,1180890,841942
8/4/2021 4:55,199186,1209450,842612
8/4/2021 5:00,199186,1233840,843588
8/4/2021 5:05,199186,1235470,843983
8/4/2021 5:10,199186,1226110,843635
8/4/2021 5:15,199186,1183710,842875
8/4/2021 5:20,199186,1187790,842380
8/4/2021 5:25,199186,1246930,843761
8/4/2021 5:30,199186,1267690,844125
8/4/2021 5:35,199186,1285900,844598
8/4/2021 5:40,199186,1298390,845267
8/4/2021 5:45,199186,1257700,844931
8/4/2021 5:50,199186,1263810,844536
8/4/2021 5:55,199186,1298300,844915
8/4/2021 6:00,199186,1306110,844667
8/4/2021 6:05,199186,1351890,845435
8/4/2021 6:10,199186,1369710,846377
8/4/2021 6:15,199186,1314690,844633
8/4/2021 6:20,199186,1312550,844416
8/4/2021 6:25,199186,1340090,845916
8/4/2021 6:30,199186,1362060,848018
8/4/2021 6:35,199186,1327600,846160
8/4/2021 6:40,199186,1320640,845633
8/4/2021 6:45,199186,1306370,845481
8/4/2021 6:50,199186,1322990,846260
8/4/2021 6:55,199186,1342200,847458
8/4/2021 7:00,199186,1341160,847205
8/4/2021 7:05,199186,1370700,851258
8/4/2021 7:10,199186,1386400,852462
8/4/2021 7:15,199186,1374390,854150
8/4/2021 7:20,199186,1383970,853834
8/4/2021 7:25,199186,1350460,853650
8/4/2021 7:30,199186,1332240,854669
8/4/2021 7:35,199186,1311700,855433
8/4/2021 7:40,199186,1340480,861366
8/4/2021 7:45,199186,1329860,860412
8/4/2021 7:50,199186,1364130,862117
8/4/2021 7:55,199186,1364880,865812
8/4/2021 8:00,199186,1337440,868269
8/4/2021 8:05,199186,1368020,871778
8/4/2021 8:10,199186,1337950,869977
8/4/2021 8:15,199186,1288230,866754
8/4/2021 8:20,199186,1321810,869275
8/4/2021 8:25,199186,1305220,870744
8/4/2021 8:30,199186,1312880,874690
8/4/2021 8:35,199186,1350140,884256
8/4/2021 8:40,199186,1353830,885688
8/4/2021 8:45,199186,1309210,881253
8/4/2021 8:50,199186,1317770,887309
8/4/2021 8:55,199186,1300670,891650
8/4/2021 9:00,199186,1322340,889049
8/4/2021 9:05,199186,1336840,896726
8/4/2021 9:10,199186,1309350,899417
8/4/2021 9:15,199186,1307460,910861
8/4/2021 9:20,199186,1286270,901740
8/4/2021 9:25,199186,1315760,905680
8/4/2021 9:30,199186,1279260,903561
8/4/2021 9:35,199186,1293330,914436
8/4/2021 9:40,199186,1272930,917140
8/4/2021 9:45,199186,1298490,934507
8/4/2021 9:50,199186,1249790,906577
8/4/2021 9:55,199186,1286620,932981
8/4/2021 10:00,199186,1315730,934219
8/4/2021 10:05,199186,1237580,920571
8/4/2021 10:10,199186,1292230,929725
8/4/2021 10:15,199186,1283940,939957
8/4/2021 10:20,199186,1190460,932844
8/4/2021 10:25,199186,1312470,950648
8/4/2021 10:30,199186,1312890,956524
8/4/2021 10:35,199186,1286510,949016
8/4/2021 10:40,199186,1225880,957922
8/4/2021 10:45,199186,1250790,968251
8/4/2021 10:50,199186,1333630,993858
8/4/2021 10:55,199186,1362700,1009270
8/4/2021 11:00,199186,1371230,1014440
8/4/2021 11:05,199186,1552840,1003950
8/4/2021 11:10,199186,1755570,1008540
8/4/2021 11:15,199186,1521760,960984
8/4/2021 11:20,199186,1320040,963209
8/4/2021 11:25,199186,1609330,1038110
8/4/2021 11:30,199186,1727900,1002650
8/4/2021 11:35,199186,1399460,965207
8/4/2021 11:40,199186,1836340,1042990
8/4/2021 11:45,199186,1345770,988502
8/4/2021 11:50,199186,1411320,1041250
8/4/2021 11:55,199186,1365410,1006360
8/4/2021 12:00,199186,1400500,1029750
8/4/2021 12:05,199186,1310640,998658
8/4/2021 12:10,199186,1612020,1110540
8/4/2021 12:15,199186,1459260,1054370
8/4/2021 12:20,199186,1496060,1067720
8/4/2021 12:25,199186,1410890,1038150
8/4/2021 12:30,199186,1439990,1038180
8/4/2021 12:35,199186,1558350,1105550
8/4/2021 12:40,199186,1464570,1063900
8/4/2021 12:45,199186,1529520,1089830
8/4/2021 12:50,199186,1395100,1041890
8/4/2021 12:55,199186,1432030,1061780
8/4/2021 13:00,199186,1511940,1086720
8/4/2021 13:05,199186,1441060,1039540
8/4/2021 13:10,199186,1651510,1132390
8/4/2021 13:15,199186,1443820,1054900
8/4/2021 13:20,199186,1653620,1140430
8/4/2021 13:25,199186,1449260,1050950
8/4/2021 13:30,199186,1589640,1112430
8/4/2021 13:35,199186,1496890,1063860
8/4/2021 13:40,199186,1585430,1098990
8/4/2021 13:45,199186,1622870,1125610
8/4/2021 13:50,199186,1441310,1067290
8/4/2021 13:55,199186,1523510,1093780
8/4/2021 14:00,199186,1518520,1089610
8/4/2021 14:05,199186,1588220,1137790
8/4/2021 14:10,199186,1558690,1100230
8/4/2021 14:15,199186,1767680,1160970
8/4/2021 14:20,199186,1604620,1078200
8/4/2021 14:25,199186,1623690,1106820
8/4/2021 14:30,199186,1777530,1165330
8/4/2021 14:35,199186,1558180,1078610
8/4/2021 14:40,199186,1634590,1100360
8/4/2021 14:45,199186,1764760,1146670
8/4/2021 14:50,199186,1997220,1168930
8/4/2021 14:55,199186,1869490,1122820
8/4/2021 15:00,199186,1989920,1128130
8/4/2021 15:05,199186,1870540,1115030
8/4/2021 15:10,199186,1839090,1139610
8/4/2021 15:15,199186,1888540,1154810
8/4/2021 15:20,199186,2025020,1190250
8/4/2021 15:25,199186,1954260,1143330
8/4/2021 15:30,199186,2048480,1193390
8/4/2021 15:35,199186,1949880,1153590
8/4/2021 15:40,199186,2052520,1182380
8/4/2021 15:45,199186,2028720,1166190
8/4/2021 15:50,199186,2242640,1177410
8/4/2021 15:55,199186,2328690,1144010
8/4/2021 16:00,199186,2059710,1127650
8/4/2021 16:05,199186,2009980,1125120
8/4/2021 16:10,199186,2139430,1177940
8/4/2021 16:15,199186,2127050,1176430
8/4/2021 16:20,199186,2110250,1151300
8/4/2021 16:25,199186,2167670,1153200
8/4/2021 16:30,199186,2113240,1134460
8/4/2021 16:35,199186,2269150,1192760
8/4/2021 16:40,199186,2184830,1154160
8/4/2021 16:45,199186,2263120,1178760
8/4/2021 16:50,199186,2249510,1181590
8/4/2021 16:55,199186,2289720,1173570
8/4/2021 17:00,199186,2292800,1162320
8/4/2021 17:05,199186,2312000,1166250
8/4/2021 17:10,199186,2352980,1169640
8/4/2021 17:15,199186,2342990,1163010
8/4/2021 17:20,199186,2392400,1187360
8/4/2021 17:25,199186,2323240,1147350
8/4/2021 17:30,199186,2423210,1179430
8/4/2021 17:35,199186,2474450,1189440
8/4/2021 17:40,199186,2352490,1129860
8/4/2021 17:45,199186,2506920,1194120
8/4/2021 17:50,199186,2364350,1125210
8/4/2021 17:55,199186,2401480,1138460
8/4/2021 18:00,199186,2422670,1131840
8/4/2021 18:05,199186,2404150,1101720
8/4/2021 18:10,199186,2382800,1099510
8/4/2021 18:15,199186,2298390,1089360
8/4/2021 18:20,199186,2535120,1174310
8/4/2021 18:25,199186,2401800,1137190
8/4/2021 18:30,199186,2392820,1118320
8/4/2021 18:35,199186,2362520,1109800
8/4/2021 18:40,199186,2426520,1107060
8/4/2021 18:45,199186,2383440,1103710
8/4/2021 18:50,199186,2365280,1090410
8/4/2021 18:55,199186,2364300,1091710
8/4/2021 19:00,199186,2306410,1061360
8/4/2021 19:05,199186,2413840,1097290
8/4/2021 19:10,199186,2312890,1056950
8/4/2021 19:15,199186,2228660,1028510
8/4/2021 19:20,199186,2384380,1096470
8/4/2021 19:25,199186,2329500,1071330
8/4/2021 19:30,199186,2272200,1054820
8/4/2021 19:35,199186,2238240,1034450
8/4/2021 19:40,199186,2306270,1043680
8/4/2021 19:45,199186,2247260,1034300
8/4/2021 19:50,199186,2200330,1023790
8/4/2021 19:55,199186,2161810,1000240
8/4/2021 20:00,199186,2227380,1034520
8/4/2021 20:05,199186,2223420,1032770
8/4/2021 20:10,199186,2310890,1051270
8/4/2021 20:15,199186,2252140,1034860
8/4/2021 20:20,199186,2249750,1036090
8/4/2021 20:25,199186,2165080,1006540
8/4/2021 20:30,199186,2237170,1035040
8/4/2021 20:35,199186,2180660,1012580
8/4/2021 20:40,199186,2168360,1008540
8/4/2021 20:45,199186,2120740,996713
8/4/2021 20:50,199186,2095680,990768
8/4/2021 20:55,199186,2105170,989465
8/4/2021 21:00,199186,2063150,973414
8/4/2021 21:05,199186,2098790,993920
8/4/2021 21:10,199186,2144600,1008470
8/4/2021 21:15,199186,2159690,1005060
8/4/2021 21:20,199186,2152330,1010350
8/4/2021 21:25,199186,2074700,985505
8/4/2021 21:30,199186,2028110,967190
8/4/2021 21:35,199186,2043020,973766
8/4/2021 21:40,199186,1969220,956761
8/4/2021 21:45,199186,1924480,947969
8/4/2021 21:50,199186,1948250,959634
8/4/2021 21:55,199186,1960100,965281
8/4/2021 22:00,199186,1916350,949337
8/4/2021 22:05,199186,1869690,932879
8/4/2021 22:10,199186,1827700,932674
8/4/2021 22:15,199186,1779690,921990
8/4/2021 22:20,199186,1762940,917603
8/4/2021 22:25,199186,1707450,910958
8/4/2021 22:30,199186,1711090,912045
8/4/2021 22:35,199186,1684080,905038
8/4/2021 22:40,199186,1650780,907219
8/4/2021 22:45,199186,1593610,896560
8/4/2021 22:50,199186,1587940,900791
8/4/2021 22:55,199186,1571080,895193
8/4/2021 23:00,199186,1568470,896993
8/4/2021 23:05,199186,1531460,894759
8/4/2021 23:10,199186,1504950,892596
8/4/2021 23:15,199186,1488510,893516
8/4/2021 23:20,199186,1484550,892478
8/4/2021 23:25,199186,1441460,883911
8/4/2021 23:30,199186,1443840,892187
8/4/2021 23:35,199186,1429690,891839
8/4/2021 23:40,199186,1383650,884278
8/4/2021 23:45,199186,1373840,885741
8/4/2021 23:50,199186,1317260,871815
8/4/2021 23:55,199186,1269610,863577
8/5/2021 0:00,199186,1261920,866150
8/5/2021 0:05,199186,1248730,865760
8/5/2021 0:10,199186,1255090,863247
8/5/2021 0:15,199186,1261280,862253
8/5/2021 0:20,199186,1215320,858546
8/5/2021 0:25,199186,1200450,859713
8/5/2021 0:30,199186,1187180,858294
8/5/2021 0:35,199186,1178750,856939
8/5/2021 0:40,199186,1176740,853086
8/5/2021 0:45,199186,1141060,851755
8/5/2021 0:50,199186,1150160,851414
8/5/2021 0:55,199186,1143770,850419
8/5/2021 1:00,199186,1098320,847797
8/5/2021 1:05,199186,1094810,847353
8/5/2021 1:10,199186,1098340,845940
8/5/2021 1:15,199186,1070690,844936
8/5/2021 1:20,199186,1108270,845590
8/5/2021 1:25,199186,1105190,846017
8/5/2021 1:30,199186,1106530,845905
8/5/2021 1:35,199186,1095800,845308
8/5/2021 1:40,199186,1081120,843218
8/5/2021 1:45,199186,1087880,843636
8/5/2021 1:50,199186,1060950,842639
8/5/2021 1:55,199186,1071780,842567
8/5/2021 2:00,199186,1071600,842578
8/5/2021 2:05,199186,1086950,842415
8/5/2021 2:10,199186,1106740,843080
8/5/2021 2:15,199186,1061740,842159
8/5/2021 2:20,199186,1076730,842215
8/5/2021 2:25,199186,1103320,843011
8/5/2021 2:30,199186,1113430,843195
8/5/2021 2:35,199186,1086330,841126
8/5/2021 2:40,199186,1072560,840795
8/5/2021 2:45,199186,1076270,840838
8/5/2021 2:50,199186,1080540,840843
8/5/2021 2:55,199186,1079320,841490
8/5/2021 3:00,199186,1094240,841783
8/5/2021 3:05,199186,1063280,840887
8/5/2021 3:10,199186,1075020,840592
8/5/2021 3:15,199186,1103980,841266
8/5/2021 3:20,199186,1096750,840885
8/5/2021 3:25,199186,1120580,841293
8/5/2021 3:30,199186,1111410,840979
8/5/2021 3:35,199186,1100490,841140
8/5/2021 3:40,199186,1070180,839975
8/5/2021 3:45,199186,1057070,839765
8/5/2021 3:50,199186,1082530,840448
8/5/2021 3:55,199186,1124850,840971
8/5/2021 4:00,199186,1140090,841193
8/5/2021 4:05,199186,1122460,840898
8/5/2021 4:10,199186,1164450,842113
8/5/2021 4:15,199186,1104680,840969
8/5/2021 4:20,199186,1140040,841559
8/5/2021 4:25,199186,1103950,840627
8/5/2021 4:30,199186,1151470,841130
8/5/2021 4:35,199186,1192940,842743
8/5/2021 4:40,199186,1200070,842989
8/5/2021 4:45,199186,1199640,842592
8/5/2021 4:50,199186,1176090,841835
8/5/2021 4:55,199186,1217800,842484
8/5/2021 5:00,199186,1247940,843440
8/5/2021 5:05,199186,1230130,843800
8/5/2021 5:10,199186,1227080,843896
8/5/2021 5:15,199186,1194240,843448
8/5/2021 5:20,199186,1178270,842774
8/5/2021 5:25,199186,1246070,843985
8/5/2021 5:30,199186,1272280,845029
8/5/2021 5:35,199186,1271150,844600
8/5/2021 5:40,199186,1278290,844624
8/5/2021 5:45,199186,1251100,844354
8/5/2021 5:50,199186,1276960,844008
8/5/2021 5:55,199186,1298710,844805
8/5/2021 6:00,199186,1296860,844753
8/5/2021 6:05,199186,1350100,847538
8/5/2021 6:10,199186,1360370,848228
8/5/2021 6:15,199186,1342240,845742
8/5/2021 6:20,199186,1326390,846267
8/5/2021 6:25,199186,1348130,845967
8/5/2021 6:30,199186,1354910,846872
8/5/2021 6:35,199186,1328370,845496
8/5/2021 6:40,199186,1347530,847379
8/5/2021 6:45,199186,1325230,848232
8/5/2021 6:50,199186,1380660,850704
8/5/2021 6:55,199186,1399620,849509
8/5/2021 7:00,199186,1370710,848905
8/5/2021 7:05,199186,1425980,855212
8/5/2021 7:10,199186,1438060,856441
8/5/2021 7:15,199186,1437580,855218
8/5/2021 7:20,199186,1448890,857165
8/5/2021 7:25,199186,1431640,857313
8/5/2021 7:30,199186,1420830,856592
8/5/2021 7:35,199186,1401410,858864
8/5/2021 7:40,199186,1432490,863155
8/5/2021 7:45,199186,1434900,866281
8/5/2021 7:50,199186,1479460,869939
8/5/2021 7:55,199186,1477540,869808
8/5/2021 8:00,199186,1463580,871910
8/5/2021 8:05,199186,1535320,879632
8/5/2021 8:10,199186,1480960,874630
8/5/2021 8:15,199186,1399950,868754
8/5/2021 8:20,199186,1458600,873782
8/5/2021 8:25,199186,1449730,874947
8/5/2021 8:30,199186,1481320,877371
8/5/2021 8:35,199186,1498320,883836
8/5/2021 8:40,199186,1531400,888351
8/5/2021 8:45,199186,1514880,889395
8/5/2021 8:50,199186,1530940,898135
8/5/2021 8:55,199186,1487540,894151
8/5/2021 9:00,199186,1501000,899938
8/5/2021 9:05,199186,1486190,897267
8/5/2021 9:10,199186,1462420,904256
8/5/2021 9:15,199186,1429240,891765
8/5/2021 9:20,199186,1460140,895347
8/5/2021 9:25,199186,1506180,907107
8/5/2021 9:30,199186,1467590,898708
8/5/2021 9:35,199186,1459560,904269
8/5/2021 9:40,199186,1398200,905773
8/5/2021 9:45,199186,1429410,921821
8/5/2021 9:50,199186,1484560,927953
8/5/2021 9:55,199186,1501340,936262
8/5/2021 10:00,199186,1397200,922081
8/5/2021 10:05,199186,1296550,926814
8/5/2021 10:10,199186,1310390,947077
8/5/2021 10:15,199186,1280120,938250
8/5/2021 10:20,199186,1364180,977943
8/5/2021 10:25,199186,1333200,959686
8/5/2021 10:30,199186,1327300,975566
8/5/2021 10:35,199186,1338990,983691
8/5/2021 10:40,199186,1458390,995386
8/5/2021 10:45,199186,1384640,993217
8/5/2021 10:50,199186,1453760,1019830
8/5/2021 10:55,199186,1390620,1003530
8/5/2021 11:00,199186,1388020,1009220
8/5/2021 11:05,199186,1353830,997195
8/5/2021 11:10,199186,1453070,1036280
8/5/2021 11:15,199186,1389620,1009270
8/5/2021 11:20,199186,1466200,1031960
8/5/2021 11:25,199186,1568040,1041530
8/5/2021 11:30,199186,1440080,988498
8/5/2021 11:35,199186,1670420,1053680
8/5/2021 11:40,199186,1413470,1014240
8/5/2021 11:45,199186,1365130,1019520
8/5/2021 11:50,199186,1489450,1068280
8/5/2021 11:55,199186,1783590,1073940
8/5/2021 12:00,199186,1576020,1054550
8/5/2021 12:05,199186,1673090,1059120
8/5/2021 12:10,199186,1453360,1060940
8/5/2021 12:15,199186,1482210,1074130
8/5/2021 12:20,199186,1529560,1081510
8/5/2021 12:25,199186,1821430,1089900
8/5/2021 12:30,199186,1824210,1055690
